# lon lat depth_km normal_Pa shear_Pa coulomb_Pa
# strike 15.000000, dip 45.000000, rake 0.000000
14.048341 42.040541 1.000000 0.171274 0.406822 0.475332
14.057350 42.040541 1.000000 0.161264 0.408010 0.472516
14.066359 42.040541 1.000000 0.151391 0.409014 0.469570
14.075368 42.040541 1.000000 0.141660 0.409836 0.466500
14.084377 42.040541 1.000000 0.132073 0.410480 0.463310
14.093386 42.040541 1.000000 0.122636 0.410951 0.460005
14.102395 42.040541 1.000000 0.113349 0.411251 0.456591
14.111404 42.040541 1.000000 0.104216 0.411386 0.453072
14.120413 42.040541 1.000000 0.095239 0.411358 0.449454
14.129422 42.040541 1.000000 0.086419 0.411173 0.445741
14.138431 42.040541 1.000000 0.077760 0.410835 0.441939
14.147440 42.040541 1.000000 0.069261 0.410348 0.438053
14.156449 42.040541 1.000000 0.060924 0.409717 0.434087
14.165458 42.040541 1.000000 0.052751 0.408946 0.430047
14.174467 42.040541 1.000000 0.044741 0.408040 0.425937
14.183476 42.040541 1.000000 0.036895 0.407004 0.421761
14.192485 42.040541 1.000000 0.029213 0.405841 0.417526
14.201494 42.040541 1.000000 0.021696 0.404556 0.413235
14.210503 42.040541 1.000000 0.014343 0.403155 0.408892
14.219512 42.040541 1.000000 0.007154 0.401640 0.404502
11.778071 42.049550 1.000000 -0.328061 -0.834124 -0.965348
11.787080 42.049550 1.000000 -0.326741 -0.841847 -0.972543
11.796089 42.049550 1.000000 -0.325304 -0.849563 -0.979685
11.805098 42.049550 1.000000 -0.323747 -0.857268 -0.986767
11.814107 42.049550 1.000000 -0.322065 -0.864959 -0.993785
11.823116 42.049550 1.000000 -0.320256 -0.872629 -1.000732
11.832125 42.049550 1.000000 -0.318315 -0.880275 -1.007601
11.841134 42.049550 1.000000 -0.316240 -0.887891 -1.014387
11.850143 42.049550 1.000000 -0.314026 -0.895472 -1.021083
11.859152 42.049550 1.000000 -0.311671 -0.903013 -1.027681
11.868161 42.049550 1.000000 -0.309169 -0.910507 -1.034174
11.877170 42.049550 1.000000 -0.306518 -0.917949 -1.040556
11.886179 42.049550 1.000000 -0.303714 -0.925332 -1.046817
11.895188 42.049550 1.000000 -0.300753 -0.932650 -1.052951
11.904197 42.049550 1.000000 -0.297630 -0.939896 -1.058948
11.913206 42.049550 1.000000 -0.294343 -0.947064 -1.064801
11.922215 42.049550 1.000000 -0.290887 -0.954145 -1.070500
11.931224 42.049550 1.000000 -0.287259 -0.961133 -1.076037
11.940233 42.049550 1.000000 -0.283454 -0.968019 -1.081401
11.949242 42.049550 1.000000 -0.279468 -0.974796 -1.086584
11.958251 42.049550 1.000000 -0.275298 -0.981455 -1.091574
11.967260 42.049550 1.000000 -0.270940 -0.987987 -1.096363
11.976269 42.049550 1.000000 -0.266389 -0.994384 -1.100939
11.985278 42.049550 1.000000 -0.261642 -1.000635 -1.105292
11.994287 42.049550 1.000000 -0.256695 -1.006732 -1.109410
12.003296 42.049550 1.000000 -0.251544 -1.012664 -1.113282
12.012305 42.049550 1.000000 -0.246185 -1.018422 -1.116896
12.021314 42.049550 1.000000 -0.240615 -1.023994 -1.120240
12.030323 42.049550 1.000000 -0.234829 -1.029370 -1.123302
12.039332 42.049550 1.000000 -0.228824 -1.034539 -1.126068
12.048341 42.049550 1.000000 -0.222596 -1.039488 -1.128527
12.057350 42.049550 1.000000 -0.216142 -1.044207 -1.130664
12.066359 42.049550 1.000000 -0.209459 -1.048682 -1.132466
12.075368 42.049550 1.000000 -0.202542 -1.052902 -1.133919
12.084377 42.049550 1.000000 -0.195389 -1.056854 -1.135009
12.093386 42.049550 1.000000 -0.187996 -1.060524 -1.135722
12.102395 42.049550 1.000000 -0.180361 -1.063899 -1.136043
12.111404 42.049550 1.000000 -0.172481 -1.066965 -1.135957
12.120413 42.049550 1.000000 -0.164353 -1.069707 -1.135448
12.129422 42.049550 1.000000 -0.155974 -1.072113 -1.134502
12.138431 42.049550 1.000000 -0.147343 -1.074166 -1.133103
12.147440 42.049550 1.000000 -0.138456 -1.075851 -1.131234
12.156449 42.049550 1.000000 -0.129312 -1.077154 -1.128879
12.165458 42.049550 1.000000 -0.119910 -1.078059 -1.126023
12.174467 42.049550 1.000000 -0.110248 -1.078550 -1.122649
12.183476 42.049550 1.000000 -0.100325 -1.078610 -1.118740
12.192485 42.049550 1.000000 -0.090139 -1.078224 -1.114280
12.201494 42.049550 1.000000 -0.079691 -1.077375 -1.109251
12.210503 42.049550 1.000000 -0.068980 -1.076046 -1.103638
12.219512 42.049550 1.000000 -0.058006 -1.074220 -1.097422
12.228521 42.049550 1.000000 -0.046770 -1.071880 -1.090588
12.237530 42.049550 1.000000 -0.035271 -1.069009 -1.083118
12.246539 42.049550 1.000000 -0.023512 -1.065590 -1.074995
12.255548 42.049550 1.000000 -0.011494 -1.061605 -1.066203
12.264557 42.049550 1.000000 0.000781 -1.057037 -1.056725
12.273566 42.049550 1.000000 0.013310 -1.051868 -1.046544
12.282575 42.049550 1.000000 0.026091 -1.046082 -1.035645
12.291584 42.049550 1.000000 0.039121 -1.039659 -1.024011
12.300593 42.049550 1.000000 0.052394 -1.032585 -1.011627
12.309602 42.049550 1.000000 0.065908 -1.024841 -0.998478
12.318611 42.049550 1.000000 0.079656 -1.016410 -0.984548
12.327620 42.049550 1.000000 0.093633 -1.007276 -0.969823
12.336629 42.049550 1.000000 0.107834 -0.997423 -0.954290
12.345638 42.049550 1.000000 0.122251 -0.986835 -0.937935
12.354647 42.049550 1.000000 0.136877 -0.975496 -0.920745
12.363656 42.049550 1.000000 0.151705 -0.963391 -0.902709
12.372665 42.049550 1.000000 0.166724 -0.950505 -0.883815
12.381674 42.049550 1.000000 0.181927 -0.936825 -0.864054
12.390683 42.049550 1.000000 0.197303 -0.922338 -0.843417
12.399692 42.049550 1.000000 0.212842 -0.907031 -0.821894
12.408701 42.049550 1.000000 0.228532 -0.890891 -0.799479
12.417710 42.049550 1.000000 0.244361 -0.873910 -0.776166
12.426719 42.049550 1.000000 0.260316 -0.856076 -0.751950
12.435728 42.049550 1.000000 0.276385 -0.837381 -0.726827
12.444737 42.049550 1.000000 0.292552 -0.817818 -0.700797
12.453746 42.049550 1.000000 0.308803 -0.797379 -0.673858
12.462755 42.049550 1.000000 0.325122 -0.776061 -0.646012
12.471764 42.049550 1.000000 0.341494 -0.753859 -0.617262
12.480773 42.049550 1.000000 0.357901 -0.730772 -0.587611
12.489782 42.049550 1.000000 0.374325 -0.706798 -0.557068
12.498791 42.049550 1.000000 0.390748 -0.681939 -0.525640
12.507800 42.049550 1.000000 0.407151 -0.656197 -0.493337
12.516809 42.049550 1.000000 0.423515 -0.629578 -0.460172
12.525818 42.049550 1.000000 0.439819 -0.602089 -0.426161
12.534827 42.049550 1.000000 0.456043 -0.573737 -0.391319
12.543836 42.049550 1.000000 0.472166 -0.544533 -0.355667
12.552845 42.049550 1.000000 0.488165 -0.514492 -0.319226
12.561854 42.049550 1.000000 0.504018 -0.483628 -0.282020
12.570863 42.049550 1.000000 0.519704 -0.451958 -0.244076
12.579872 42.049550 1.000000 0.535198 -0.419503 -0.205424
12.588881 42.049550 1.000000 0.550479 -0.386286 -0.166095
12.597890 42.049550 1.000000 0.565522 -0.352332 -0.126124
12.606899 42.049550 1.000000 0.580303 -0.317669 -0.085547
12.615908 42.049550 1.000000 0.594800 -0.282327 -0.044406
12.624917 42.049550 1.000000 0.608988 -0.246339 -0.002743
12.633926 42.049550 1.000000 0.622845 -0.209742 0.039396
12.642935 42.049550 1.000000 0.636346 -0.172574 0.081964
12.651944 42.049550 1.000000 0.649468 -0.134877 0.124910
12.660953 42.049550 1.000000 0.662188 -0.096695 0.168180
12.669962 42.049550 1.000000 0.674485 -0.058076 0.211718
12.678971 42.049550 1.000000 0.686336 -0.019069 0.255465
12.687980 42.049550 1.000000 0.697720 0.020272 0.299361
12.696989 42.049550 1.000000 0.708617 0.059894 0.343341
12.705998 42.049550 1.000000 0.719007 0.099737 0.387339
12.715007 42.049550 1.000000 0.728871 0.139741 0.431289
12.724016 42.049550 1.000000 0.738192 0.179843 0.475120
12.733025 42.049550 1.000000 0.746953 0.219979 0.518760
12.742035 42.049550 1.000000 0.755140 0.260079 0.562135
12.751044 42.049550 1.000000 0.762738 0.300076 0.605172
12.760053 42.049550 1.000000 0.769735 0.339898 0.647792
12.769062 42.049550 1.000000 0.776121 0.379471 0.689920
12.778071 42.049550 1.000000 0.781887 0.418721 0.731476
12.787080 42.049550 1.000000 0.787026 0.457573 0.772383
12.796089 42.049550 1.000000 0.791532 0.495948 0.812561
12.805098 42.049550 1.000000 0.795403 0.533770 0.851931
12.814107 42.049550 1.000000 0.798637 0.570960 0.890415
12.823116 42.049550 1.000000 0.801235 0.607440 0.927934
12.832125 42.049550 1.000000 0.803200 0.643130 0.964410
12.841134 42.049550 1.000000 0.804538 0.677954 0.999769
12.850143 42.049550 1.000000 0.805257 0.711833 1.033935
12.859152 42.049550 1.000000 0.805365 0.744691 1.066837
12.868161 42.049550 1.000000 0.804876 0.776453 1.098403
12.877170 42.049550 1.000000 0.803804 0.807045 1.128566
12.886179 42.049550 1.000000 0.802166 0.836396 1.157262
12.895188 42.049550 1.000000 0.799981 0.864437 1.184430
12.904197 42.049550 1.000000 0.797270 0.891103 1.210010
12.913206 42.049550 1.000000 0.794057 0.916328 1.233951
12.922215 42.049550 1.000000 0.790367 0.940055 1.256202
12.931224 42.049550 1.000000 0.786229 0.962227 1.276718
12.940233 42.049550 1.000000 0.781671 0.982792 1.295461
12.949242 42.049550 1.000000 0.776726 1.001704 1.312394
12.958251 42.049550 1.000000 0.771425 1.018919 1.327489
12.967260 42.049550 1.000000 0.765803 1.034401 1.340723
12.976269 42.049550 1.000000 0.759897 1.048118 1.352077
12.985278 42.049550 1.000000 0.753743 1.060042 1.361540
12.994287 42.049550 1.000000 0.747380 1.070154 1.369106
13.003296 42.049550 1.000000 0.740844 1.078438 1.374776
13.012305 42.049550 1.000000 0.734178 1.084887 1.378558
13.021314 42.049550 1.000000 0.727418 1.089498 1.380465
13.030323 42.049550 1.000000 0.720606 1.092275 1.380517
13.039332 42.049550 1.000000 0.713781 1.093229 1.378742
13.048341 42.049550 1.000000 0.706981 1.092377 1.375170
13.057350 42.049550 1.000000 0.700247 1.089743 1.369842
13.066359 42.049550 1.000000 0.693614 1.085357 1.362803
13.075368 42.049550 1.000000 0.687121 1.079255 1.354103
13.084377 42.049550 1.000000 0.680802 1.071479 1.343800
13.093386 42.049550 1.000000 0.674692 1.062079 1.331955
13.102395 42.049550 1.000000 0.668821 1.051107 1.318636
13.111404 42.049550 1.000000 0.663222 1.038625 1.303913
13.120413 42.049550 1.000000 0.657920 1.024697 1.287865
13.129422 42.049550 1.000000 0.652943 1.009392 1.270570
13.138431 42.049550 1.000000 0.648314 0.992787 1.252112
13.147440 42.049550 1.000000 0.644052 0.974958 1.232579
13.156449 42.049550 1.000000 0.640176 0.955990 1.212060
13.165458 42.049550 1.000000 0.636701 0.935967 1.190647
13.174467 42.049550 1.000000 0.633638 0.914979 1.168434
13.183476 42.049550 1.000000 0.630998 0.893116 1.145515
13.192485 42.049550 1.000000 0.628784 0.870472 1.121986
13.201494 42.049550 1.000000 0.627002 0.847142 1.097943
13.210503 42.049550 1.000000 0.625649 0.823221 1.073480
13.219512 42.049550 1.000000 0.624724 0.798804 1.048694
13.228521 42.049550 1.000000 0.624219 0.773989 1.023677
13.237530 42.049550 1.000000 0.624126 0.748871 0.998522
13.246539 42.049550 1.000000 0.624432 0.723544 0.973317
13.255548 42.049550 1.000000 0.625124 0.698102 0.948151
13.264557 42.049550 1.000000 0.626182 0.672635 0.923108
13.273566 42.049550 1.000000 0.627589 0.647232 0.898268
13.282575 42.049550 1.000000 0.629321 0.621981 0.873710
13.291584 42.049550 1.000000 0.631355 0.596963 0.849506
13.300593 42.049550 1.000000 0.633665 0.572260 0.825726
13.309602 42.049550 1.000000 0.636223 0.547946 0.802435
13.318611 42.049550 1.000000 0.639000 0.524094 0.779694
13.327620 42.049550 1.000000 0.641965 0.500771 0.757557
13.336629 42.049550 1.000000 0.645086 0.478041 0.736076
13.345638 42.049550 1.000000 0.648332 0.455963 0.715296
13.354647 42.049550 1.000000 0.651670 0.434590 0.695258
13.363656 42.049550 1.000000 0.655066 0.413971 0.675998
13.372665 42.049550 1.000000 0.658486 0.394151 0.657545
13.381674 42.049550 1.000000 0.661898 0.375168 0.639927
13.390683 42.049550 1.000000 0.665267 0.357056 0.623163
13.399692 42.049550 1.000000 0.668561 0.339844 0.607269
13.408701 42.049550 1.000000 0.671749 0.323557 0.592256
13.417710 42.049550 1.000000 0.674798 0.308213 0.578132
13.426719 42.049550 1.000000 0.677678 0.293827 0.564898
13.435728 42.049550 1.000000 0.680360 0.280409 0.552553
13.444737 42.049550 1.000000 0.682816 0.267964 0.541090
13.453746 42.049550 1.000000 0.685019 0.256494 0.530501
13.462755 42.049550 1.000000 0.686944 0.245995 0.520773
13.471764 42.049550 1.000000 0.688569 0.236461 0.511889
13.480773 42.049550 1.000000 0.689870 0.227881 0.503829
13.489782 42.049550 1.000000 0.690828 0.220242 0.496574
13.498791 42.049550 1.000000 0.691425 0.213527 0.490097
13.507800 42.049550 1.000000 0.691644 0.207715 0.484372
13.516809 42.049550 1.000000 0.691471 0.202784 0.479372
13.525818 42.049550 1.000000 0.690893 0.198708 0.475065
13.534827 42.049550 1.000000 0.689899 0.195462 0.471421
13.543836 42.049550 1.000000 0.688481 0.193014 0.468406
13.552845 42.049550 1.000000 0.686630 0.191335 0.465987
13.561854 42.049550 1.000000 0.684343 0.190392 0.464129
13.570863 42.049550 1.000000 0.681616 0.190151 0.462798
13.579872 42.049550 1.000000 0.678447 0.190578 0.461957
13.588881 42.049550 1.000000 0.674835 0.191638 0.461572
13.597890 42.049550 1.000000 0.670783 0.193294 0.461607
13.606899 42.049550 1.000000 0.666293 0.195510 0.462027
13.615908 42.049550 1.000000 0.661370 0.198249 0.462797
13.624917 42.049550 1.000000 0.656021 0.201476 0.463884
13.633926 42.049550 1.000000 0.650251 0.205153 0.465253
13.642935 42.049550 1.000000 0.644070 0.209244 0.466872
13.651944 42.049550 1.000000 0.637487 0.213714 0.468709
13.660953 42.049550 1.000000 0.630513 0.218527 0.470732
13.669962 42.049550 1.000000 0.623159 0.223650 0.472913
13.678971 42.049550 1.000000 0.615438 0.229047 0.475222
13.687980 42.049550 1.000000 0.607363 0.234687 0.477632
13.696989 42.049550 1.000000 0.598947 0.240538 0.480117
13.705998 42.049550 1.000000 0.590205 0.246569 0.482651
13.715007 42.049550 1.000000 0.581153 0.252749 0.485210
13.724016 42.049550 1.000000 0.571805 0.259051 0.487773
13.733025 42.049550 1.000000 0.562177 0.265447 0.490318
13.742035 42.049550 1.000000 0.552286 0.271910 0.492824
13.751044 42.049550 1.000000 0.542147 0.278416 0.495275
13.760053 42.049550 1.000000 0.531777 0.284942 0.497652
13.769062 42.049550 1.000000 0.521192 0.291463 0.499940
13.778071 42.049550 1.000000 0.510410 0.297961 0.502124
13.787080 42.049550 1.000000 0.499445 0.304413 0.504191
13.796089 42.049550 1.000000 0.488316 0.310803 0.506129
13.805098 42.049550 1.000000 0.477037 0.317111 0.507926
13.814107 42.049550 1.000000 0.465626 0.323323 0.509573
13.823116 42.049550 1.000000 0.454097 0.329423 0.511062
13.832125 42.049550 1.000000 0.442466 0.335397 0.512384
13.841134 42.049550 1.000000 0.430750 0.341233 0.513533
13.850143 42.049550 1.000000 0.418961 0.346919 0.514504
13.859152 42.049550 1.000000 0.407115 0.352445 0.515291
13.868161 42.049550 1.000000 0.395227 0.357801 0.515892
13.877170 42.049550 1.000000 0.383309 0.362979 0.516302
13.886179 42.049550 1.000000 0.371375 0.367971 0.516521
13.895188 42.049550 1.000000 0.359438 0.372771 0.516546
13.904197 42.049550 1.000000 0.347511 0.377373 0.516377
13.913206 42.049550 1.000000 0.335604 0.381773 0.516014
13.922215 42.049550 1.000000 0.323731 0.385966 0.515458
13.931224 42.049550 1.000000 0.311900 0.389949 0.514709
13.940233 42.049550 1.000000 0.300124 0.393720 0.513770
13.949242 42.049550 1.000000 0.288412 0.397277 0.512642
13.958251 42.049550 1.000000 0.276773 0.400619 0.511329
13.967260 42.049550 1.000000 0.265217 0.403745 0.509832
13.976269 42.049550 1.000000 0.253752 0.406656 0.508156
13.985278 42.049550 1.000000 0.242386 0.409350 0.506305
13.994287 42.049550 1.000000 0.231127 0.411831 0.504282
14.003296 42.049550 1.000000 0.219981 0.414099 0.502091
14.012305 42.049550 1.000000 0.208955 0.416156 0.499738
14.021314 42.049550 1.000000 0.198056 0.418004 0.497227
14.030323 42.049550 1.000000 0.187290 0.419646 0.494562
14.039332 42.049550 1.000000 0.176661 0.421085 0.491750
14.048341 42.049550 1.000000 0.166174 0.422325 0.488794
14.057350 42.049550 1.000000 0.155835 0.423367 0.485701
14.066359 42.049550 1.000000 0.145647 0.424217 0.482476
14.075368 42.049550 1.000000 0.135613 0.424879 0.479124
14.084377 42.049550 1.000000 0.125738 0.425355 0.475650
14.093386 42.049550 1.000000 0.116024 0.425651 0.472061
14.102395 42.049550 1.000000 0.106474 0.425772 0.468361
14.111404 42.049550 1.000000 0.097090 0.425721 0.464556
14.120413 42.049550 1.000000 0.087874 0.425503 0.460652
14.129422 42.049550 1.000000 0.078828 0.425123 0.456654
14.138431 42.049550 1.000000 0.069954 0.424586 0.452567
14.147440 42.049550 1.000000 0.061252 0.423896 0.448397
14.156449 42.049550 1.000000 0.052723 0.423060 0.444149
14.165458 42.049550 1.000000 0.044369 0.422080 0.439828
14.174467 42.049550 1.000000 0.036189 0.420963 0.435438
14.183476 42.049550 1.000000 0.028184 0.419713 0.430986
14.192485 42.049550 1.000000 0.020353 0.418335 0.426476
14.201494 42.049550 1.000000 0.012696 0.416834 0.421913
14.210503 42.049550 1.000000 0.005214 0.415215 0.417300
14.219512 42.049550 1.000000 -0.002095 0.413482 0.412644
11.778071 42.058559 1.000000 -0.342360 -0.850847 -0.987792
11.787080 42.058559 1.000000 -0.341188 -0.858960 -0.995435
11.796089 42.058559 1.000000 -0.339897 -0.867072 -1.003031
11.805098 42.058559 1.000000 -0.338484 -0.875182 -1.010576
11.814107 42.058559 1.000000 -0.336946 -0.883284 -1.018062
11.823116 42.058559 1.000000 -0.335279 -0.891373 -1.025485
11.832125 42.058559 1.000000 -0.333479 -0.899445 -1.032837
11.841134 42.058559 1.000000 -0.331542 -0.907495 -1.040112
11.850143 42.058559 1.000000 -0.329465 -0.915517 -1.047303
11.859152 42.058559 1.000000 -0.327243 -0.923507 -1.054404
11.868161 42.058559 1.000000 -0.324873 -0.931457 -1.061406
11.877170 42.058559 1.000000 -0.322351 -0.939363 -1.068303
11.886179 42.058559 1.000000 -0.319673 -0.947217 -1.075086
11.895188 42.058559 1.000000 -0.316835 -0.955014 -1.081748
11.904197 42.058559 1.000000 -0.313832 -0.962746 -1.088279
11.913206 42.058559 1.000000 -0.310662 -0.970407 -1.094671
11.922215 42.058559 1.000000 -0.307318 -0.977989 -1.100916
11.931224 42.058559 1.000000 -0.303798 -0.985484 -1.107003
11.940233 42.058559 1.000000 -0.300097 -0.992885 -1.112924
11.949242 42.058559 1.000000 -0.296210 -1.000183 -1.118668
11.958251 42.058559 1.000000 -0.292135 -1.007370 -1.124224
11.967260 42.058559 1.000000 -0.287866 -1.014437 -1.129584
11.976269 42.058559 1.000000 -0.283399 -1.021375 -1.134735
11.985278 42.058559 1.000000 -0.278729 -1.028174 -1.139666
11.994287 42.058559 1.000000 -0.273854 -1.034825 -1.144366
12.003296 42.058559 1.000000 -0.268768 -1.041316 -1.148824
12.012305 42.058559 1.000000 -0.263467 -1.047639 -1.153026
12.021314 42.058559 1.000000 -0.257948 -1.053781 -1.156961
12.030323 42.058559 1.000000 -0.252206 -1.059733 -1.160615
12.039332 42.058559 1.000000 -0.246236 -1.065481 -1.163975
12.048341 42.058559 1.000000 -0.240036 -1.071015 -1.167029
12.057350 42.058559 1.000000 -0.233600 -1.076321 -1.169761
12.066359 42.058559 1.000000 -0.226926 -1.081389 -1.172159
12.075368 42.058559 1.000000 -0.220009 -1.086203 -1.174207
12.084377 42.058559 1.000000 -0.212846 -1.090752 -1.175891
12.093386 42.058559 1.000000 -0.205433 -1.095021 -1.177195
12.102395 42.058559 1.000000 -0.197767 -1.098997 -1.178104
12.111404 42.058559 1.000000 -0.189845 -1.102665 -1.178603
12.120413 42.058559 1.000000 -0.181662 -1.106010 -1.178675
12.129422 42.058559 1.000000 -0.173218 -1.109018 -1.178305
12.138431 42.058559 1.000000 -0.164508 -1.111672 -1.177475
12.147440 42.058559 1.000000 -0.155529 -1.113957 -1.176169
12.156449 42.058559 1.000000 -0.146281 -1.115858 -1.174370
12.165458 42.058559 1.000000 -0.136760 -1.117357 -1.172061
12.174467 42.058559 1.000000 -0.126965 -1.118437 -1.169223
12.183476 42.058559 1.000000 -0.116894 -1.119083 -1.165841
12.192485 42.058559 1.000000 -0.106545 -1.119276 -1.161894
12.201494 42.058559 1.000000 -0.095918 -1.119000 -1.157367
12.210503 42.058559 1.000000 -0.085012 -1.118236 -1.152241
12.219512 42.058559 1.000000 -0.073826 -1.116966 -1.146497
12.228521 42.058559 1.000000 -0.062361 -1.115173 -1.140117
12.237530 42.058559 1.000000 -0.050616 -1.112837 -1.133084
12.246539 42.058559 1.000000 -0.038593 -1.109941 -1.125379
12.255548 42.058559 1.000000 -0.026293 -1.106466 -1.116983
12.264557 42.058559 1.000000 -0.013717 -1.102393 -1.107880
12.273566 42.058559 1.000000 -0.000867 -1.097703 -1.098050
12.282575 42.058559 1.000000 0.012254 -1.092378 -1.087476
12.291584 42.058559 1.000000 0.025643 -1.086399 -1.076142
12.300593 42.058559 1.000000 0.039296 -1.079747 -1.064028
12.309602 42.058559 1.000000 0.053209 -1.072403 -1.051119
12.318611 42.058559 1.000000 0.067379 -1.064350 -1.037398
12.327620 42.058559 1.000000 0.081798 -1.055569 -1.022849
12.336629 42.058559 1.000000 0.096462 -1.046041 -1.007457
12.345638 42.058559 1.000000 0.111363 -1.035751 -0.991206
12.354647 42.058559 1.000000 0.126495 -1.024680 -0.974082
12.363656 42.058559 1.000000 0.141850 -1.012811 -0.956071
12.372665 42.058559 1.000000 0.157419 -1.000129 -0.937161
12.381674 42.058559 1.000000 0.173193 -0.986617 -0.917340
12.390683 42.058559 1.000000 0.189162 -0.972261 -0.896596
12.399692 42.058559 1.000000 0.205316 -0.957046 -0.874920
12.408701 42.058559 1.000000 0.221642 -0.940960 -0.852303
12.417710 42.058559 1.000000 0.238128 -0.923988 -0.828737
12.426719 42.058559 1.000000 0.254762 -0.906120 -0.804215
12.435728 42.058559 1.000000 0.271530 -0.887345 -0.778733
12.444737 42.058559 1.000000 0.288418 -0.867655 -0.752287
12.453746 42.058559 1.000000 0.305409 -0.847039 -0.724876
12.462755 42.058559 1.000000 0.322488 -0.825493 -0.696498
12.471764 42.058559 1.000000 0.339639 -0.803010 -0.667154
12.480773 42.058559 1.000000 0.356843 -0.779587 -0.636850
12.489782 42.058559 1.000000 0.374082 -0.755221 -0.605588
12.498791 42.058559 1.000000 0.391337 -0.729912 -0.573378
12.507800 42.058559 1.000000 0.408589 -0.703662 -0.540227
12.516809 42.058559 1.000000 0.425816 -0.676474 -0.506147
12.525818 42.058559 1.000000 0.442998 -0.648353 -0.471153
12.534827 42.058559 1.000000 0.460113 -0.619306 -0.435261
12.543836 42.058559 1.000000 0.477137 -0.589344 -0.398489
12.552845 42.058559 1.000000 0.494050 -0.558478 -0.360858
12.561854 42.058559 1.000000 0.510826 -0.526723 -0.322392
12.570863 42.058559 1.000000 0.527441 -0.494095 -0.283119
12.579872 42.058559 1.000000 0.543872 -0.460616 -0.243067
12.588881 42.058559 1.000000 0.560094 -0.426306 -0.202268
12.597890 42.058559 1.000000 0.576081 -0.391190 -0.160758
12.606899 42.058559 1.000000 0.591809 -0.355298 -0.118574
12.615908 42.058559 1.000000 0.607251 -0.318658 -0.075758
12.624917 42.058559 1.000000 0.622382 -0.281306 -0.032353
12.633926 42.058559 1.000000 0.637177 -0.243277 0.011594
12.642935 42.058559 1.000000 0.651611 -0.204611 0.056033
12.651944 42.058559 1.000000 0.665657 -0.165351 0.100912
12.660953 42.058559 1.000000 0.679292 -0.125543 0.146174
12.669962 42.058559 1.000000 0.692491 -0.085235 0.191762
12.678971 42.058559 1.000000 0.705229 -0.044479 0.237613
12.687980 42.058559 1.000000 0.717484 -0.003330 0.283663
12.696989 42.058559 1.000000 0.729233 0.038153 0.329846
12.705998 42.058559 1.000000 0.740454 0.079912 0.376093
12.715007 42.058559 1.000000 0.751126 0.121881 0.422331
12.724016 42.058559 1.000000 0.761230 0.163995 0.468487
12.733025 42.058559 1.000000 0.770747 0.206184 0.514483
12.742035 42.058559 1.000000 0.779660 0.248379 0.560243
12.751044 42.058559 1.000000 0.787954 0.290504 0.605685
12.760053 42.058559 1.000000 0.795613 0.332484 0.650729
12.769062 42.058559 1.000000 0.802627 0.374241 0.695292
12.778071 42.058559 1.000000 0.808983 0.415696 0.739289
12.787080 42.058559 1.000000 0.814675 0.456767 0.782636
12.796089 42.058559 1.000000 0.819694 0.497372 0.825249
12.805098 42.058559 1.000000 0.824037 0.537427 0.867042
12.814107 42.058559 1.000000 0.827700 0.576849 0.907929
12.823116 42.058559 1.000000 0.830685 0.615552 0.947825
12.832125 42.058559 1.000000 0.832992 0.653452 0.986649
12.841134 42.058559 1.000000 0.834628 0.690464 1.024315
12.850143 42.058559 1.000000 0.835599 0.726504 1.060744
12.859152 42.058559 1.000000 0.835915 0.761490 1.095856
12.868161 42.058559 1.000000 0.835587 0.795339 1.129574
12.877170 42.058559 1.000000 0.834632 0.827972 1.161824
12.886179 42.058559 1.000000 0.833065 0.859309 1.192535
12.895188 42.058559 1.000000 0.830907 0.889277 1.221640
12.904197 42.058559 1.000000 0.828180 0.917802 1.249074
12.913206 42.058559 1.000000 0.824909 0.944814 1.274778
12.922215 42.058559 1.000000 0.821120 0.970249 1.298697
12.931224 42.058559 1.000000 0.816843 0.994044 1.320781
12.940233 42.058559 1.000000 0.812109 1.016142 1.340986
12.949242 42.058559 1.000000 0.806951 1.036490 1.359270
12.958251 42.058559 1.000000 0.801405 1.055041 1.375603
12.967260 42.058559 1.000000 0.795508 1.071753 1.389956
12.976269 42.058559 1.000000 0.789297 1.086590 1.402309
12.985278 42.058559 1.000000 0.782812 1.099522 1.412647
12.994287 42.058559 1.000000 0.776095 1.110524 1.420962
13.003296 42.058559 1.000000 0.769187 1.119580 1.427255
13.012305 42.058559 1.000000 0.762130 1.126679 1.431531
13.021314 42.058559 1.000000 0.754968 1.131816 1.433803
13.030323 42.058559 1.000000 0.747743 1.134996 1.434093
13.039332 42.058559 1.000000 0.740498 1.136227 1.432427
13.048341 42.058559 1.000000 0.733275 1.135529 1.428839
13.057350 42.058559 1.000000 0.726118 1.132925 1.423372
13.066359 42.058559 1.000000 0.719066 1.128446 1.416072
13.075368 42.058559 1.000000 0.712159 1.122131 1.406994
13.084377 42.058559 1.000000 0.705437 1.114024 1.396199
13.093386 42.058559 1.000000 0.698936 1.104179 1.383753
13.102395 42.058559 1.000000 0.692691 1.092652 1.369728
13.111404 42.058559 1.000000 0.686735 1.079508 1.354202
13.120413 42.058559 1.000000 0.681098 1.064817 1.337256
13.129422 42.058559 1.000000 0.675809 1.048654 1.318977
13.138431 42.058559 1.000000 0.670893 1.031099 1.299456
13.147440 42.058559 1.000000 0.666372 1.012238 1.278787
13.156449 42.058559 1.000000 0.662266 0.992160 1.257067
13.165458 42.058559 1.000000 0.658591 0.970958 1.234394
13.174467 42.058559 1.000000 0.655360 0.948727 1.210871
